transaction_id,branch_id,product_id,product_name,category,price,quantity,total_amount,date,time
T000273,B001,P011,Dilmah Tea Bags 100ct,Beverages,730.22,1,730.22,2024-10-01,17:35:19
T000274,B001,P021,Coca-Cola 1.5L,Soft Drinks,352.89,9,3176.01,2024-12-01,08:50:14
T000275,B004,P023,Samaposha 200g,Breakfast Cereals,268.09,1,268.09,2025-05-03,13:39:24
T000276,B002,P016,Dhal 500g,Pulses,384.5,1,384.5,2025-03-16,08:11:34
T000277,B005,P019,Koththu Mix,Ready Meals,482.69,7,3378.83,2024-01-04,21:21:56
T000278,B003,P009,Coconut Oil 1L,Cooking Oil,803.44,2,1606.88,2024-10-05,15:58:01
T000279,B003,P016,Dhal 500g,Pulses,393.25,2,786.5,2024-07-05,13:13:46
T000280,B004,P004,Chicken Meat 1kg,Meat,1231.49,2,2462.98,2024-12-25,19:34:09
T000281,B002,P011,Dilmah Tea Bags 100ct,Beverages,710.73,1,710.73,2025-05-03,15:34:09
T000282,B002,P003,Fresh Milk 1L,Dairy,470.68,2,941.36,2025-01-05,20:48:46
T000283,B002,P010,Sugar 1kg,Staples,353.3,1,353.3,2024-10-03,12:54:16
T000284,B003,P002,White Bread Loaf,Bakery,241.27,4,965.08,2024-11-06,15:08:57
T000285,B003,P009,Coconut Oil 1L,Cooking Oil,805.91,1,805.91,2024-09-02,08:31:32
T000286,B002,P024,Canned Fish 425g,Canned Goods,582.69,3,1748.07,2024-07-03,21:44:29
T000287,B001,P016,Dhal 500g,Pulses,390.66,2,781.32,2024-12-14,08:07:01
T000288,B005,P025,Sausages 250g,Processed Meat,781.16,2,1562.32,2024-04-07,13:37:31
T000289,B005,P020,Curry Powder 100g,Spices,205.94,1,205.94,2025-01-27,21:01:37
T000290,B001,P020,Curry Powder 100g,Spices,205.91,1,205.91,2025-01-04,14:34:41
T000291,B001,P001,Keeri Samba Rice 5kg,Grains,1512.49,2,3024.98,2024-07-27,10:26:03
T000292,B001,P005,Local Apples 1kg,Fruits,617.16,1,617.16,2024-08-02,10:54:48
T000293,B001,P016,Dhal 500g,Pulses,386.89,5,1934.45,2024-02-12,13:42:11
T000294,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,314.56,1,314.56,2024-01-14,20:24:40
T000295,B004,P025,Sausages 250g,Processed Meat,765.1,1,765.1,2025-01-02,09:42:44
T000296,B005,P020,Curry Powder 100g,Spices,199.73,2,399.46,2024-12-31,10:04:40
T000297,B001,P025,Sausages 250g,Processed Meat,758.36,3,2275.08,2024-08-16,13:17:33
T000298,B002,P002,White Bread Loaf,Bakery,247.39,1,247.39,2024-02-13,08:49:38
T000299,B003,P015,Thalapath Fish 1kg,Seafood,1842.52,3,5527.56,2024-04-08,21:36:47
T000300,B001,P008,Head & Shoulders Shampoo 400ml,Personal Care,1214.98,1,1214.98,2024-06-04,10:24:55
T000301,B002,P007,Sunlight Soap Bar,Personal Care,150.62,2,301.24,2024-03-28,13:41:14
T000302,B002,P012,Nescafe Coffee 200g,Beverages,1522.73,2,3045.46,2024-04-13,08:09:52
T000303,B003,P012,Nescafe Coffee 200g,Beverages,1526.45,3,4579.35,2024-07-10,11:29:52
T000304,B001,P005,Local Apples 1kg,Fruits,603.57,4,2414.28,2024-12-05,12:53:06
T000305,B005,P021,Coca-Cola 1.5L,Soft Drinks,346.46,4,1385.84,2024-11-03,20:16:36
T000306,B001,P019,Koththu Mix,Ready Meals,506.08,3,1518.24,2025-05-04,13:43:53
T000307,B004,P003,Fresh Milk 1L,Dairy,430.76,1,430.76,2024-05-29,17:53:12
T000308,B001,P004,Chicken Meat 1kg,Meat,1148.34,2,2296.68,2024-04-30,17:29:29
T000309,B005,P013,Prima Pasta 500g,Pasta & Noodles,389.86,4,1559.44,2024-05-01,09:19:43
T000310,B004,P005,Local Apples 1kg,Fruits,587.17,4,2348.68,2024-07-16,18:35:22
T000311,B004,P024,Canned Fish 425g,Canned Goods,594.74,1,594.74,2024-03-24,09:46:22
T000312,B001,P016,Dhal 500g,Pulses,413.28,3,1239.84,2025-01-16,08:50:26
T000313,B002,P001,Keeri Samba Rice 5kg,Grains,1513.2,1,1513.2,2025-04-08,18:06:48
T000314,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,303.21,2,606.42,2024-01-18,12:40:32
T000315,B002,P008,Head & Shoulders Shampoo 400ml,Personal Care,1142.09,2,2284.18,2024-12-02,19:17:16
T000316,B002,P015,Thalapath Fish 1kg,Seafood,1749.3,1,1749.3,2024-03-12,08:24:57
T000317,B005,P007,Sunlight Soap Bar,Personal Care,147.86,1,147.86,2024-02-25,14:17:39
T000318,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,294.92,7,2064.44,2024-07-27,16:23:17
T000319,B003,P010,Sugar 1kg,Staples,332.61,2,665.22,2024-08-19,10:24:19
T000320,B005,P002,White Bread Loaf,Bakery,242.67,1,242.67,2024-07-24,17:46:54
T000321,B001,P012,Nescafe Coffee 200g,Beverages,1486.35,3,4459.05,2024-08-04,12:47:37
T000322,B002,P014,Anchor Cheese 200g,Dairy,861.78,6,5170.68,2024-11-09,09:47:55
T000323,B005,P018,Eggs (Brown) 6 pack,Dairy & Eggs,293.83,3,881.49,2024-03-30,13:38:21
T000324,B005,P025,Sausages 250g,Processed Meat,739.68,3,2219.04,2024-08-26,21:52:54
T000325,B005,P014,Anchor Cheese 200g,Dairy,865.31,1,865.31,2024-10-24,17:35:31
T000326,B004,P016,Dhal 500g,Pulses,380.16,1,380.16,2024-06-21,21:15:46
T000327,B004,P014,Anchor Cheese 200g,Dairy,856.95,2,1713.9,2024-11-01,21:13:38
T000328,B004,P010,Sugar 1kg,Staples,353.52,10,3535.2,2024-11-10,13:55:59
T000329,B001,P017,Red Onions 500g,Vegetables,154.83,5,774.15,2024-10-03,19:58:47
T000330,B003,P003,Fresh Milk 1L,Dairy,448.89,1,448.89,2024-09-16,19:21:40
T000331,B001,P007,Sunlight Soap Bar,Personal Care,156.36,2,312.72,2024-06-25,09:51:02
T000332,B002,P001,Keeri Samba Rice 5kg,Grains,1567.54,1,1567.54,2024-08-22,12:56:21
T000333,B005,P013,Prima Pasta 500g,Pasta & Noodles,387.4,1,387.4,2024-03-20,16:08:06
T000334,B001,P015,Thalapath Fish 1kg,Seafood,1841.69,4,7366.76,2025-05-24,18:31:53
T000335,B002,P010,Sugar 1kg,Staples,350.98,1,350.98,2024-10-13,10:54:02
T000336,B005,P004,Chicken Meat 1kg,Meat,1243.0,2,2486.0,2024-03-17,16:30:59
T000337,B004,P003,Fresh Milk 1L,Dairy,452.14,1,452.14,2024-02-21,17:18:06
T000338,B005,P009,Coconut Oil 1L,Cooking Oil,768.51,2,1537.02,2024-09-16,17:48:27
T000339,B001,P003,Fresh Milk 1L,Dairy,437.48,2,874.96,2024-03-31,09:04:06
T000340,B003,P002,White Bread Loaf,Bakery,241.81,2,483.62,2025-05-15,11:02:51
T000341,B005,P022,Munchee Biscuits 125g,Snacks,120.32,2,240.64,2024-02-03,21:36:06
T000342,B003,P001,Keeri Samba Rice 5kg,Grains,1476.12,1,1476.12,2024-08-14,09:48:14
T000343,B001,P009,Coconut Oil 1L,Cooking Oil,829.35,4,3317.4,2024-09-12,20:21:21
T000344,B005,P009,Coconut Oil 1L,Cooking Oil,791.51,1,791.51,2024-03-09,10:34:01
T000345,B001,P010,Sugar 1kg,Staples,341.58,1,341.58,2024-03-11,08:28:20
T000346,B002,P020,Curry Powder 100g,Spices,195.04,1,195.04,2024-06-30,09:14:43
T000347,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1211.66,2,2423.32,2024-12-05,19:04:36
T000348,B002,P003,Fresh Milk 1L,Dairy,468.68,4,1874.72,2025-03-18,09:28:27
T000349,B005,P019,Koththu Mix,Ready Meals,511.78,3,1535.34,2024-02-20,17:56:46
T000350,B005,P015,Thalapath Fish 1kg,Seafood,1888.72,3,5666.16,2024-07-07,10:36:39
T000351,B002,P014,Anchor Cheese 200g,Dairy,888.42,4,3553.68,2025-03-18,09:19:12
T000352,B005,P001,Keeri Samba Rice 5kg,Grains,1560.77,1,1560.77,2024-04-30,15:25:02
T000353,B005,P003,Fresh Milk 1L,Dairy,447.86,2,895.72,2024-02-16,21:54:46
T000354,B001,P006,Tomatoes 1kg,Vegetables,302.63,6,1815.78,2024-09-30,14:34:21
T000355,B004,P011,Dilmah Tea Bags 100ct,Beverages,723.13,3,2169.39,2024-01-30,21:20:45
T000356,B004,P010,Sugar 1kg,Staples,361.02,1,361.02,2024-04-15,16:15:04
T000357,B005,P010,Sugar 1kg,Staples,337.14,1,337.14,2025-03-19,12:36:18
T000358,B003,P004,Chicken Meat 1kg,Meat,1236.92,2,2473.84,2024-07-26,12:27:35
T000359,B005,P011,Dilmah Tea Bags 100ct,Beverages,728.99,2,1457.98,2024-07-22,21:34:44
T000360,B005,P025,Sausages 250g,Processed Meat,727.94,2,1455.88,2024-03-11,14:57:33
T000361,B003,P015,Thalapath Fish 1kg,Seafood,1746.34,2,3492.68,2024-11-08,10:52:59
T000362,B004,P007,Sunlight Soap Bar,Personal Care,155.78,2,311.56,2024-08-15,19:23:36
T000363,B005,P020,Curry Powder 100g,Spices,200.06,3,600.18,2024-03-31,17:17:17
T000364,B001,P002,White Bread Loaf,Bakery,260.6,1,260.6,2024-02-17,09:49:29
T000365,B004,P023,Samaposha 200g,Breakfast Cereals,286.3,2,572.6,2024-06-21,12:23:00
T000366,B001,P006,Tomatoes 1kg,Vegetables,286.31,4,1145.24,2024-08-07,20:22:28
T000367,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,294.3,3,882.9,2025-01-29,13:47:05
T000368,B002,P010,Sugar 1kg,Staples,349.6,1,349.6,2025-03-29,13:04:12
T000369,B005,P019,Koththu Mix,Ready Meals,521.82,1,521.82,2024-10-21,15:03:14
T000370,B003,P008,Head & Shoulders Shampoo 400ml,Personal Care,1169.63,1,1169.63,2024-12-04,13:27:08
T000371,B003,P025,Sausages 250g,Processed Meat,713.29,1,713.29,2024-06-16,19:34:56
T000372,B001,P021,Coca-Cola 1.5L,Soft Drinks,352.07,2,704.14,2024-02-17,12:43:31
T000373,B001,P023,Samaposha 200g,Breakfast Cereals,289.11,8,2312.88,2024-03-01,13:58:13
T000374,B004,P017,Red Onions 500g,Vegetables,143.31,3,429.93,2024-07-08,15:34:49
T000375,B001,P016,Dhal 500g,Pulses,386.69,3,1160.07,2025-04-22,10:16:46
T000376,B004,P014,Anchor Cheese 200g,Dairy,908.81,6,5452.86,2024-04-11,15:45:21
T000377,B004,P009,Coconut Oil 1L,Cooking Oil,807.76,4,3231.04,2024-03-31,16:25:52
T000378,B002,P017,Red Onions 500g,Vegetables,156.54,2,313.08,2024-07-17,10:03:52
T000379,B005,P021,Coca-Cola 1.5L,Soft Drinks,337.89,2,675.78,2024-09-09,09:42:19
T000380,B005,P002,White Bread Loaf,Bakery,246.97,2,493.94,2025-05-03,16:06:41
T000381,B002,P020,Curry Powder 100g,Spices,206.46,4,825.84,2025-03-12,16:06:32
T000382,B001,P006,Tomatoes 1kg,Vegetables,314.0,3,942.0,2024-03-17,17:31:41
T000383,B003,P011,Dilmah Tea Bags 100ct,Beverages,724.46,2,1448.92,2024-03-29,15:29:54
T000384,B001,P009,Coconut Oil 1L,Cooking Oil,822.95,3,2468.85,2025-05-20,17:40:40
T000385,B002,P001,Keeri Samba Rice 5kg,Grains,1565.9,3,4697.7,2024-07-05,14:53:11
T000386,B004,P006,Tomatoes 1kg,Vegetables,301.4,4,1205.6,2024-10-11,11:25:13
T000387,B002,P010,Sugar 1kg,Staples,364.68,3,1094.04,2024-11-13,18:10:55
T000388,B005,P023,Samaposha 200g,Breakfast Cereals,282.28,2,564.56,2024-06-19,19:29:22
T000389,B005,P002,White Bread Loaf,Bakery,250.72,7,1755.04,2024-03-02,19:54:26
T000390,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1244.82,3,3734.46,2024-10-25,11:22:50
T000391,B005,P013,Prima Pasta 500g,Pasta & Noodles,397.54,1,397.54,2024-12-06,19:26:36
T000392,B001,P020,Curry Powder 100g,Spices,190.84,1,190.84,2024-09-14,18:58:17
T000393,B004,P016,Dhal 500g,Pulses,397.7,1,397.7,2024-04-14,21:29:01
T000394,B004,P024,Canned Fish 425g,Canned Goods,604.89,2,1209.78,2024-07-05,11:11:23
T000395,B005,P009,Coconut Oil 1L,Cooking Oil,797.49,1,797.49,2025-03-13,13:41:00
T000396,B005,P012,Nescafe Coffee 200g,Beverages,1497.65,2,2995.3,2024-06-14,08:48:20
T000397,B002,P011,Dilmah Tea Bags 100ct,Beverages,720.4,2,1440.8,2024-08-20,10:20:20
T000398,B004,P011,Dilmah Tea Bags 100ct,Beverages,720.98,3,2162.94,2024-11-10,19:35:03
T000399,B001,P006,Tomatoes 1kg,Vegetables,304.5,1,304.5,2024-03-03,09:12:32
T000400,B005,P009,Coconut Oil 1L,Cooking Oil,787.52,3,2362.56,2025-04-18,13:33:18
T000401,B005,P020,Curry Powder 100g,Spices,198.21,2,396.42,2025-03-19,12:45:10
T000402,B002,P007,Sunlight Soap Bar,Personal Care,156.25,2,312.5,2024-02-19,11:06:37
T000403,B001,P009,Coconut Oil 1L,Cooking Oil,809.29,1,809.29,2025-05-01,08:44:26
T000404,B003,P020,Curry Powder 100g,Spices,193.33,5,966.65,2025-02-27,18:26:10
T000405,B005,P010,Sugar 1kg,Staples,355.5,3,1066.5,2025-01-03,17:45:01
T000406,B002,P025,Sausages 250g,Processed Meat,757.95,5,3789.75,2024-03-30,19:57:26
T000407,B004,P024,Canned Fish 425g,Canned Goods,595.83,3,1787.49,2024-04-09,19:24:44
T000408,B001,P014,Anchor Cheese 200g,Dairy,906.75,2,1813.5,2024-05-30,13:07:39
T000409,B002,P014,Anchor Cheese 200g,Dairy,928.66,1,928.66,2024-08-12,21:37:47
T000410,B004,P016,Dhal 500g,Pulses,400.54,1,400.54,2024-09-17,11:11:19
T000411,B004,P019,Koththu Mix,Ready Meals,489.91,2,979.82,2024-12-09,18:44:32
T000412,B003,P004,Chicken Meat 1kg,Meat,1259.63,3,3778.89,2024-08-15,09:28:08
T000413,B005,P003,Fresh Milk 1L,Dairy,429.21,5,2146.05,2024-07-19,17:16:16
T000414,B001,P025,Sausages 250g,Processed Meat,736.76,1,736.76,2024-12-09,20:15:56
T000415,B003,P023,Samaposha 200g,Breakfast Cereals,278.47,2,556.94,2025-02-17,16:55:21
T000416,B005,P014,Anchor Cheese 200g,Dairy,871.47,10,8714.7,2025-02-10,15:21:41
T000417,B005,P010,Sugar 1kg,Staples,347.24,3,1041.72,2025-04-17,10:40:09
T000418,B001,P003,Fresh Milk 1L,Dairy,465.6,4,1862.4,2024-09-28,09:03:01
T000419,B002,P011,Dilmah Tea Bags 100ct,Beverages,696.76,1,696.76,2024-07-23,20:27:06
T000420,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1239.82,1,1239.82,2024-04-19,15:35:36
T000421,B003,P011,Dilmah Tea Bags 100ct,Beverages,695.48,1,695.48,2025-02-21,17:50:08
T000422,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,310.84,4,1243.36,2024-02-19,21:05:26
T000423,B005,P016,Dhal 500g,Pulses,396.96,3,1190.88,2025-03-04,10:29:00
T000424,B005,P015,Thalapath Fish 1kg,Seafood,1714.08,1,1714.08,2024-01-02,20:37:58
T000425,B005,P020,Curry Powder 100g,Spices,207.34,3,622.02,2025-01-25,12:42:50
T000426,B004,P013,Prima Pasta 500g,Pasta & Noodles,404.76,2,809.52,2025-05-12,10:10:34
T000427,B004,P003,Fresh Milk 1L,Dairy,450.05,2,900.1,2024-01-31,16:47:41
T000428,B001,P013,Prima Pasta 500g,Pasta & Noodles,398.45,3,1195.35,2024-04-20,09:01:59
T000429,B002,P003,Fresh Milk 1L,Dairy,451.2,1,451.2,2024-06-29,15:12:23
T000430,B001,P004,Chicken Meat 1kg,Meat,1210.13,4,4840.52,2024-06-01,19:05:40
T000431,B002,P010,Sugar 1kg,Staples,342.48,2,684.96,2024-11-07,20:49:45
T000432,B003,P003,Fresh Milk 1L,Dairy,443.79,3,1331.37,2025-01-25,15:18:20
T000433,B001,P002,White Bread Loaf,Bakery,239.23,4,956.92,2025-03-18,17:29:46
T000434,B005,P005,Local Apples 1kg,Fruits,579.31,3,1737.93,2024-06-18,12:28:34
T000435,B004,P008,Head & Shoulders Shampoo 400ml,Personal Care,1191.05,4,4764.2,2024-03-23,16:59:30
T000436,B001,P011,Dilmah Tea Bags 100ct,Beverages,670.99,1,670.99,2024-07-07,08:01:18
T000437,B002,P017,Red Onions 500g,Vegetables,149.57,4,598.28,2024-10-19,17:57:18
T000438,B005,P010,Sugar 1kg,Staples,339.2,1,339.2,2025-03-16,20:55:06
T000439,B003,P016,Dhal 500g,Pulses,419.66,1,419.66,2024-10-07,16:36:44
T000440,B003,P013,Prima Pasta 500g,Pasta & Noodles,387.87,3,1163.61,2025-03-16,08:36:34
T000441,B005,P010,Sugar 1kg,Staples,340.38,2,680.76,2024-10-03,10:12:49
T000442,B002,P005,Local Apples 1kg,Fruits,602.5,2,1205.0,2024-01-07,20:27:26
T000443,B001,P009,Coconut Oil 1L,Cooking Oil,833.83,4,3335.32,2025-05-23,08:20:37
T000444,B005,P006,Tomatoes 1kg,Vegetables,286.49,4,1145.96,2025-01-21,19:20:22
T000445,B004,P014,Anchor Cheese 200g,Dairy,871.37,1,871.37,2024-12-14,15:51:44
T000446,B003,P017,Red Onions 500g,Vegetables,145.54,3,436.62,2025-03-02,10:08:41
T000447,B003,P021,Coca-Cola 1.5L,Soft Drinks,336.17,3,1008.51,2024-11-27,15:53:22
T000448,B002,P001,Keeri Samba Rice 5kg,Grains,1574.69,2,3149.38,2024-09-20,14:31:32
T000449,B002,P009,Coconut Oil 1L,Cooking Oil,805.15,3,2415.45,2024-09-22,12:26:54
T000450,B004,P005,Local Apples 1kg,Fruits,598.28,7,4187.96,2024-09-19,20:55:24
T000451,B002,P011,Dilmah Tea Bags 100ct,Beverages,690.99,3,2072.97,2024-09-11,17:47:38
T000452,B003,P003,Fresh Milk 1L,Dairy,471.37,2,942.74,2024-07-15,19:57:53
T000453,B002,P017,Red Onions 500g,Vegetables,155.73,2,311.46,2025-04-12,13:51:33
T000454,B003,P010,Sugar 1kg,Staples,351.68,1,351.68,2024-05-03,16:34:32
T000455,B004,P003,Fresh Milk 1L,Dairy,457.78,1,457.78,2025-01-30,21:55:51
T000456,B005,P021,Coca-Cola 1.5L,Soft Drinks,358.14,5,1790.7,2025-03-10,10:31:09
T000457,B003,P021,Coca-Cola 1.5L,Soft Drinks,339.82,2,679.64,2025-03-26,14:19:44
T000458,B001,P015,Thalapath Fish 1kg,Seafood,1871.15,1,1871.15,2025-01-14,09:12:21
T000459,B005,P009,Coconut Oil 1L,Cooking Oil,809.17,1,809.17,2025-01-12,11:14:05
T000460,B003,P015,Thalapath Fish 1kg,Seafood,1716.77,5,8583.85,2024-09-25,18:56:28
T000461,B002,P024,Canned Fish 425g,Canned Goods,590.29,5,2951.45,2024-12-11,13:41:56
T000462,B002,P019,Koththu Mix,Ready Meals,487.05,4,1948.2,2025-02-15,15:47:51
T000463,B001,P022,Munchee Biscuits 125g,Snacks,123.51,2,247.02,2025-01-18,15:57:08
T000464,B002,P002,White Bread Loaf,Bakery,245.49,3,736.47,2025-01-05,14:00:18
T000465,B002,P003,Fresh Milk 1L,Dairy,445.76,4,1783.04,2025-05-02,20:33:26
T000466,B001,P017,Red Onions 500g,Vegetables,148.32,3,444.96,2024-08-28,18:08:11
T000467,B005,P017,Red Onions 500g,Vegetables,154.63,1,154.63,2024-04-13,20:37:02
T000468,B002,P022,Munchee Biscuits 125g,Snacks,116.5,1,116.5,2024-08-15,21:09:50
T000469,B002,P014,Anchor Cheese 200g,Dairy,883.24,1,883.24,2024-05-13,13:25:39
T000470,B005,P006,Tomatoes 1kg,Vegetables,309.65,2,619.3,2025-04-17,12:07:19
T000471,B003,P014,Anchor Cheese 200g,Dairy,921.91,1,921.91,2024-09-09,14:03:13
T000472,B005,P022,Munchee Biscuits 125g,Snacks,122.55,4,490.2,2025-03-30,21:32:46
T000473,B001,P013,Prima Pasta 500g,Pasta & Noodles,403.72,1,403.72,2025-05-05,18:31:45
T000474,B002,P004,Chicken Meat 1kg,Meat,1253.77,3,3761.31,2025-03-26,19:03:04
T000475,B003,P011,Dilmah Tea Bags 100ct,Beverages,682.41,3,2047.23,2024-03-04,12:52:22
T000476,B001,P016,Dhal 500g,Pulses,419.28,2,838.56,2024-04-05,08:06:02
T000477,B003,P002,White Bread Loaf,Bakery,245.6,1,245.6,2024-12-14,15:39:40
T000478,B001,P011,Dilmah Tea Bags 100ct,Beverages,734.6,2,1469.2,2024-11-15,09:59:41
T000479,B004,P004,Chicken Meat 1kg,Meat,1206.9,2,2413.8,2024-04-11,14:20:50
T000480,B003,P011,Dilmah Tea Bags 100ct,Beverages,734.19,3,2202.57,2024-06-30,15:16:24
T000481,B002,P008,Head & Shoulders Shampoo 400ml,Personal Care,1141.65,2,2283.3,2024-09-18,10:47:22
T000482,B004,P016,Dhal 500g,Pulses,411.72,3,1235.16,2025-01-16,12:39:23
T000483,B003,P013,Prima Pasta 500g,Pasta & Noodles,404.73,3,1214.19,2024-04-26,08:32:12
T000484,B005,P003,Fresh Milk 1L,Dairy,448.2,3,1344.6,2024-05-23,21:46:55
T000485,B002,P018,Eggs (Brown) 6 pack,Dairy & Eggs,294.79,2,589.58,2024-09-20,10:10:55
T000486,B004,P024,Canned Fish 425g,Canned Goods,576.97,2,1153.94,2024-01-06,11:38:36
T000487,B003,P003,Fresh Milk 1L,Dairy,469.43,3,1408.29,2024-01-20,11:22:31
T000488,B001,P005,Local Apples 1kg,Fruits,596.23,4,2384.92,2024-11-07,11:24:18
T000489,B001,P010,Sugar 1kg,Staples,343.05,4,1372.2,2025-02-03,13:17:45
T000490,B002,P022,Munchee Biscuits 125g,Snacks,114.86,2,229.72,2024-05-22,09:44:47
T000491,B005,P006,Tomatoes 1kg,Vegetables,295.25,1,295.25,2024-10-14,12:37:51
T000492,B001,P005,Local Apples 1kg,Fruits,612.21,1,612.21,2024-01-31,09:27:08
T000493,B003,P004,Chicken Meat 1kg,Meat,1247.75,3,3743.25,2024-04-06,11:25:55
T000494,B003,P016,Dhal 500g,Pulses,381.83,2,763.66,2024-07-27,16:34:43
T000495,B004,P014,Anchor Cheese 200g,Dairy,868.81,4,3475.24,2024-11-16,14:53:21
T000496,B002,P017,Red Onions 500g,Vegetables,155.09,2,310.18,2024-06-29,15:28:27
T000497,B003,P002,White Bread Loaf,Bakery,249.92,1,249.92,2024-11-17,16:31:27
T000498,B002,P022,Munchee Biscuits 125g,Snacks,116.61,2,233.22,2024-10-28,18:15:19
T000499,B004,P011,Dilmah Tea Bags 100ct,Beverages,711.13,1,711.13,2024-02-21,15:22:56
T000500,B001,P001,Keeri Samba Rice 5kg,Grains,1532.25,3,4596.75,2024-07-03,10:13:35
T000501,B002,P004,Chicken Meat 1kg,Meat,1238.73,4,4954.92,2024-02-01,20:39:51
T000502,B005,P012,Nescafe Coffee 200g,Beverages,1564.84,1,1564.84,2024-01-24,18:15:12
T000503,B004,P012,Nescafe Coffee 200g,Beverages,1572.6,2,3145.2,2025-05-29,09:42:37
T000504,B005,P012,Nescafe Coffee 200g,Beverages,1547.51,1,1547.51,2024-05-24,19:16:56
T000505,B004,P007,Sunlight Soap Bar,Personal Care,144.41,3,433.23,2024-12-28,12:34:33
T000506,B002,P006,Tomatoes 1kg,Vegetables,290.14,1,290.14,2024-03-06,15:42:54
T000507,B002,P015,Thalapath Fish 1kg,Seafood,1843.41,5,9217.05,2024-12-20,11:15:49
T000508,B001,P019,Koththu Mix,Ready Meals,494.28,1,494.28,2025-01-06,18:43:30
T000509,B004,P025,Sausages 250g,Processed Meat,738.76,2,1477.52,2025-05-24,15:48:24
T000510,B004,P004,Chicken Meat 1kg,Meat,1150.67,2,2301.34,2024-06-27,13:53:56
T000511,B002,P005,Local Apples 1kg,Fruits,617.22,2,1234.44,2024-04-20,19:31:37
T000512,B002,P001,Keeri Samba Rice 5kg,Grains,1463.66,2,2927.32,2024-06-02,12:25:19
T000513,B002,P013,Prima Pasta 500g,Pasta & Noodles,401.57,8,3212.56,2025-03-18,08:23:13
T000514,B001,P021,Coca-Cola 1.5L,Soft Drinks,350.73,3,1052.19,2024-12-20,17:34:41
T000515,B001,P005,Local Apples 1kg,Fruits,597.21,5,2986.05,2024-09-12,12:41:42
T000516,B005,P003,Fresh Milk 1L,Dairy,457.09,2,914.18,2024-02-02,20:21:49
T000517,B001,P023,Samaposha 200g,Breakfast Cereals,291.88,1,291.88,2024-06-14,21:39:17
T000518,B004,P018,Eggs (Brown) 6 pack,Dairy & Eggs,285.43,2,570.86,2025-03-09,18:08:55
T000519,B001,P023,Samaposha 200g,Breakfast Cereals,270.74,3,812.22,2025-04-30,13:11:33
T000520,B005,P021,Coca-Cola 1.5L,Soft Drinks,366.63,2,733.26,2025-05-30,19:35:57
T000521,B003,P016,Dhal 500g,Pulses,380.23,1,380.23,2025-01-30,19:18:32
T000522,B003,P021,Coca-Cola 1.5L,Soft Drinks,367.47,1,367.47,2024-06-02,09:33:43
T000523,B003,P014,Anchor Cheese 200g,Dairy,902.5,1,902.5,2025-02-08,16:50:20
T000524,B002,P009,Coconut Oil 1L,Cooking Oil,819.38,2,1638.76,2025-02-13,14:31:04
T000525,B002,P015,Thalapath Fish 1kg,Seafood,1760.93,4,7043.72,2025-02-11,11:42:24
T000526,B004,P003,Fresh Milk 1L,Dairy,429.8,3,1289.4,2024-01-18,19:51:00
T000527,B003,P018,Eggs (Brown) 6 pack,Dairy & Eggs,310.25,3,930.75,2024-07-29,12:19:17
T000528,B002,P005,Local Apples 1kg,Fruits,621.12,1,621.12,2024-10-16,11:23:31
T000529,B003,P005,Local Apples 1kg,Fruits,614.94,2,1229.88,2024-10-27,08:29:19
T000530,B001,P017,Red Onions 500g,Vegetables,150.06,1,150.06,2025-04-05,15:03:11
T000531,B004,P019,Koththu Mix,Ready Meals,522.52,7,3657.64,2025-05-08,16:23:10
T000532,B005,P023,Samaposha 200g,Breakfast Cereals,271.05,1,271.05,2024-09-19,18:22:07
T000533,B002,P017,Red Onions 500g,Vegetables,150.32,3,450.96,2024-04-25,13:20:07
T000534,B004,P024,Canned Fish 425g,Canned Goods,624.26,1,624.26,2025-01-21,17:27:56
T000535,B005,P012,Nescafe Coffee 200g,Beverages,1514.07,4,6056.28,2024-04-27,14:33:24
T000536,B004,P012,Nescafe Coffee 200g,Beverages,1568.37,1,1568.37,2025-01-18,11:25:41
T000537,B003,P002,White Bread Loaf,Bakery,239.44,4,957.76,2025-01-31,08:40:00
T000538,B002,P020,Curry Powder 100g,Spices,196.43,1,196.43,2025-02-06,12:59:05
T000539,B003,P009,Coconut Oil 1L,Cooking Oil,805.8,2,1611.6,2024-11-13,13:04:30
T000540,B001,P005,Local Apples 1kg,Fruits,602.3,3,1806.9,2024-06-15,10:31:44
T000541,B003,P016,Dhal 500g,Pulses,392.7,1,392.7,2024-11-23,17:35:23
T000542,B005,P001,Keeri Samba Rice 5kg,Grains,1466.04,1,1466.04,2024-12-18,09:50:06
T000543,B005,P010,Sugar 1kg,Staples,339.33,4,1357.32,2025-01-17,12:47:47
T000544,B005,P022,Munchee Biscuits 125g,Snacks,125.92,6,755.52,2024-04-10,20:11:25
T000545,B001,P016,Dhal 500g,Pulses,407.44,3,1222.32,2025-02-20,19:21:10
T000546,B001,P022,Munchee Biscuits 125g,Snacks,124.16,3,372.48,2024-09-06,21:11:30
